,quantity,pack_size,delirium,type,amount,normalized,grove,map_seed,plot,tier_3_upgrade,tier_4_upgrade,t1,t2,t3,t4,sacred drops
468,143.0,46.0,0.0,Wild,75,43.73177842565598,7,7,35,0.13,0.03,0,16.0,2.0,0.0,0.0
469,143.0,46.0,0.0,Wild,97,56.5597667638484,7,7,35,0.13,0.03,0,16.0,2.0,0.0,0.0
470,143.0,46.0,0.0,Wild,93,54.227405247813415,7,7,35,0.13,0.03,0,16.0,2.0,0.0,0.0
471,143.0,46.0,0.0,Vivid,38,22.157434402332363,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
472,143.0,46.0,0.0,Vivid,80,46.64723032069971,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
473,143.0,46.0,0.0,Vivid,87,50.72886297376094,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
474,143.0,46.0,0.0,Vivid,34,19.825072886297377,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
475,143.0,46.0,0.0,Vivid,79,46.06413994169097,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
476,143.0,46.0,0.0,Vivid,97,56.5597667638484,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
477,143.0,46.0,0.0,Vivid,84,48.9795918367347,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
478,143.0,46.0,0.0,Vivid,87,50.72886297376094,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
479,143.0,46.0,0.0,Vivid,29,16.909620991253647,7,7,35,0.13,0.03,0,25.0,4.0,0.0,0.0
480,131.0,39.0,40.0,Wild,36,21.75226586102719,8,8,36,0.1,0.02,0,17.0,0.0,0.0,0.0
481,131.0,39.0,40.0,Primal,25,15.105740181268882,8,8,36,0.1,0.02,0,14.0,0.0,0.0,0.0
482,131.0,39.0,40.0,Primal,37,22.356495468277945,8,8,36,0.1,0.02,0,14.0,0.0,0.0,0.0
483,131.0,39.0,40.0,Primal,36,21.75226586102719,8,8,36,0.1,0.02,0,14.0,0.0,0.0,0.0
484,131.0,39.0,40.0,Vivid,78,47.12990936555891,8,8,36,0.1,0.02,0,12.0,1.0,1.0,0.0
485,131.0,39.0,40.0,Vivid,25,15.105740181268882,8,8,36,0.1,0.02,0,12.0,1.0,1.0,0.0
486,131.0,39.0,40.0,Vivid,420,253.7764350453172,8,8,36,0.1,0.02,0,12.0,1.0,1.0,0.0
488,131.0,39.0,40.0,Primal,27,16.31419939577039,8,8,37,0.1,0.02,0,23.0,0.0,0.0,0.0
489,131.0,39.0,40.0,Primal,31,18.731117824773413,8,8,37,0.1,0.02,0,23.0,0.0,0.0,0.0
490,131.0,39.0,40.0,Primal,34,20.54380664652568,8,8,37,0.1,0.02,0,23.0,0.0,0.0,0.0
491,131.0,39.0,40.0,Primal,36,21.75226586102719,8,8,37,0.1,0.02,0,23.0,0.0,0.0,0.0
492,131.0,39.0,40.0,Vivid,64,38.670694864048336,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
493,131.0,39.0,40.0,Vivid,80,48.338368580060425,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
494,131.0,39.0,40.0,Vivid,64,38.670694864048336,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
495,131.0,39.0,40.0,Vivid,78,47.12990936555891,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
496,131.0,39.0,40.0,Vivid,93,56.19335347432024,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
497,131.0,39.0,40.0,Vivid,65,39.274924471299094,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
498,131.0,39.0,40.0,Vivid,88,53.17220543806646,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
499,131.0,39.0,40.0,Vivid,84,50.755287009063444,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
500,131.0,39.0,40.0,Vivid,74,44.71299093655589,8,8,37,0.1,0.02,0,17.0,7.0,0.0,0.0
501,131.0,39.0,40.0,Primal,27,16.31419939577039,8,8,38,0.1,0.02,0,17.0,0.0,0.0,0.0
502,131.0,39.0,40.0,Vivid,89,53.77643504531722,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
503,131.0,39.0,40.0,Vivid,63,38.066465256797585,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
504,131.0,39.0,40.0,Vivid,30,18.12688821752266,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
505,131.0,39.0,40.0,Vivid,93,56.19335347432024,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
506,131.0,39.0,40.0,Vivid,88,53.17220543806646,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
507,131.0,39.0,40.0,Vivid,25,15.105740181268882,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
508,131.0,39.0,40.0,Vivid,93,56.19335347432024,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
509,131.0,39.0,40.0,Vivid,74,44.71299093655589,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
510,131.0,39.0,40.0,Vivid,25,15.105740181268882,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
511,131.0,39.0,40.0,Vivid,77,46.52567975830816,8,8,38,0.1,0.02,0,24.0,5.0,0.0,0.0
512,131.0,39.0,40.0,Wild,36,21.75226586102719,8,8,39,0.1,0.02,0,25.0,0.0,0.0,0.0
513,131.0,39.0,40.0,Wild,30,18.12688821752266,8,8,39,0.1,0.02,0,25.0,0.0,0.0,0.0
514,131.0,39.0,40.0,Wild,31,18.731117824773413,8,8,39,0.1,0.02,0,25.0,0.0,0.0,0.0
515,131.0,39.0,40.0,Primal,88,53.17220543806646,8,8,39,0.1,0.02,0,16.0,5.0,0.0,0.0
516,131.0,39.0,40.0,Primal,79,47.73413897280967,8,8,39,0.1,0.02,0,16.0,5.0,0.0,0.0
517,131.0,39.0,40.0,Primal,77,46.52567975830816,8,8,39,0.1,0.02,0,16.0,5.0,0.0,0.0
518,131.0,39.0,40.0,Primal,31,18.731117824773413,8,8,39,0.1,0.02,0,16.0,5.0,0.0,0.0
519,131.0,39.0,40.0,Primal,71,42.90030211480362,8,8,39,0.1,0.02,0,16.0,5.0,0.0,0.0
520,131.0,39.0,40.0,Primal,34,20.54380664652568,8,8,39,0.1,0.02,0,16.0,5.0,0.0,0.0
521,131.0,39.0,40.0,Primal,74,44.71299093655589,8,8,39,0.1,0.02,0,16.0,5.0,0.0,0.0
522,131.0,39.0,40.0,Vivid,74,44.71299093655589,8,8,39,0.1,0.02,0,0.0,1.0,0.0,0.0
523,161.0,52.0,0.0,Wild,68,37.67313019390581,9,9,40,0.11,0.02,0,0.0,3.0,0.0,0.0
524,161.0,52.0,0.0,Wild,78,43.21329639889196,9,9,40,0.11,0.02,0,0.0,3.0,0.0,0.0
525,161.0,52.0,0.0,Wild,91,50.41551246537396,9,9,40,0.11,0.02,0,0.0,3.0,0.0,0.0
526,161.0,52.0,0.0,Wild,91,50.41551246537396,9,9,40,0.11,0.02,0,0.0,3.0,0.0,0.0
527,161.0,52.0,0.0,Wild,71,39.33518005540166,9,9,40,0.11,0.02,0,0.0,3.0,0.0,0.0
528,161.0,52.0,0.0,Wild,68,37.67313019390581,9,9,40,0.11,0.02,0,0.0,3.0,0.0,0.0
529,161.0,52.0,0.0,Primal,70,38.78116343490304,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
530,161.0,52.0,0.0,Primal,26,14.404432132963988,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
531,161.0,52.0,0.0,Primal,87,48.1994459833795,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
532,161.0,52.0,0.0,Primal,92,50.96952908587257,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
533,161.0,52.0,0.0,Primal,31,17.17451523545706,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
534,161.0,52.0,0.0,Primal,85,47.09141274238227,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
535,161.0,52.0,0.0,Primal,95,52.63157894736842,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
536,161.0,52.0,0.0,Primal,86,47.64542936288088,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
537,161.0,52.0,0.0,Primal,85,47.09141274238227,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
538,161.0,52.0,0.0,Primal,103,57.06371191135734,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
539,161.0,52.0,0.0,Primal,78,43.21329639889196,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
540,161.0,52.0,0.0,Primal,82,45.42936288088642,9,9,40,0.11,0.02,0,19.0,7.0,0.0,0.0
541,161.0,52.0,0.0,Vivid,31,17.17451523545706,9,9,40,0.11,0.02,0,16.0,0.0,0.0,0.0
542,161.0,52.0,0.0,Vivid,34,18.836565096952906,9,9,40,0.11,0.02,0,16.0,0.0,0.0,0.0
543,161.0,52.0,0.0,Vivid,36,19.944598337950136,9,9,40,0.11,0.02,0,16.0,0.0,0.0,0.0
544,161.0,52.0,0.0,Vivid,36,19.944598337950136,9,9,40,0.11,0.02,0,16.0,0.0,0.0,0.0
545,161.0,52.0,0.0,Wild,30,16.620498614958446,9,9,41,0.11,0.02,0,13.0,3.0,0.0,0.0
546,161.0,52.0,0.0,Wild,88,48.75346260387811,9,9,41,0.11,0.02,0,13.0,3.0,0.0,0.0
547,161.0,52.0,0.0,Wild,99,54.84764542936288,9,9,41,0.11,0.02,0,13.0,3.0,0.0,0.0
548,161.0,52.0,0.0,Wild,86,47.64542936288088,9,9,41,0.11,0.02,0,13.0,3.0,0.0,0.0
549,161.0,52.0,0.0,Wild,78,43.21329639889196,9,9,41,0.11,0.02,0,13.0,3.0,0.0,0.0
550,161.0,52.0,0.0,Wild,68,37.67313019390581,9,9,41,0.11,0.02,0,13.0,3.0,0.0,0.0
551,161.0,52.0,0.0,Wild,77,42.65927977839335,9,9,41,0.11,0.02,0,13.0,3.0,0.0,0.0
552,161.0,52.0,0.0,Primal,88,48.75346260387811,9,9,41,0.11,0.02,0,0.0,4.0,0.0,0.0
553,161.0,52.0,0.0,Primal,103,57.06371191135734,9,9,41,0.11,0.02,0,0.0,4.0,0.0,0.0
554,161.0,52.0,0.0,Primal,78,43.21329639889196,9,9,41,0.11,0.02,0,0.0,4.0,0.0,0.0
555,161.0,52.0,0.0,Primal,85,47.09141274238227,9,9,41,0.11,0.02,0,0.0,4.0,0.0,0.0
556,161.0,52.0,0.0,Primal,102,56.50969529085872,9,9,41,0.11,0.02,0,0.0,4.0,0.0,0.0
557,161.0,52.0,0.0,Primal,87,48.1994459833795,9,9,41,0.11,0.02,0,0.0,4.0,0.0,0.0
558,161.0,52.0,0.0,Vivid,40,22.160664819944596,9,9,41,0.11,0.02,0,27.0,0.0,0.0,0.0
559,161.0,52.0,0.0,Vivid,34,18.836565096952906,9,9,41,0.11,0.02,0,27.0,0.0,0.0,0.0
560,161.0,52.0,0.0,Vivid,40,22.160664819944596,9,9,41,0.11,0.02,0,27.0,0.0,0.0,0.0
561,161.0,52.0,0.0,Wild,36,19.944598337950136,9,9,42,0.11,0.02,0,21.0,0.0,0.0,0.0
562,161.0,52.0,0.0,Wild,40,22.160664819944596,9,9,42,0.11,0.02,0,21.0,0.0,0.0,0.0
563,161.0,52.0,0.0,Wild,22,12.188365650969528,9,9,42,0.11,0.02,0,21.0,0.0,0.0,0.0
564,161.0,52.0,0.0,Wild,23,12.742382271468143,9,9,42,0.11,0.02,0,21.0,0.0,0.0,0.0
565,161.0,52.0,0.0,Wild,34,18.836565096952906,9,9,42,0.11,0.02,0,21.0,0.0,0.0,0.0
566,161.0,52.0,0.0,Primal,23,12.742382271468143,9,9,42,0.11,0.02,0,22.0,2.0,0.0,0.0
567,161.0,52.0,0.0,Primal,35,19.39058171745152,9,9,42,0.11,0.02,0,22.0,2.0,0.0,0.0
568,161.0,52.0,0.0,Primal,74,40.9972299168975,9,9,42,0.11,0.02,0,22.0,2.0,0.0,0.0
569,161.0,52.0,0.0,Primal,87,48.1994459833795,9,9,42,0.11,0.02,0,22.0,2.0,0.0,0.0
570,161.0,52.0,0.0,Primal,78,43.21329639889196,9,9,42,0.11,0.02,0,22.0,2.0,0.0,0.0
571,161.0,52.0,0.0,Vivid,68,37.67313019390581,9,9,42,0.11,0.02,0,0.0,1.0,0.0,0.0
572,161.0,52.0,0.0,Vivid,86,47.64542936288088,9,9,42,0.11,0.02,0,0.0,1.0,0.0,0.0
573,161.0,52.0,0.0,Wild,22,12.188365650969528,9,9,43,0.11,0.02,0,39.0,0.0,0.0,0.0
574,161.0,52.0,0.0,Wild,22,12.188365650969528,9,9,43,0.11,0.02,0,39.0,0.0,0.0,0.0
575,161.0,52.0,0.0,Primal,95,52.63157894736842,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
576,161.0,52.0,0.0,Primal,82,45.42936288088642,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
577,161.0,52.0,0.0,Primal,103,57.06371191135734,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
578,161.0,52.0,0.0,Primal,98,54.29362880886426,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
579,161.0,52.0,0.0,Primal,91,50.41551246537396,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
580,161.0,52.0,0.0,Primal,99,54.84764542936288,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
581,161.0,52.0,0.0,Primal,81,44.87534626038781,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
582,161.0,52.0,0.0,Primal,74,40.9972299168975,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
583,161.0,52.0,0.0,Primal,70,38.78116343490304,9,9,43,0.11,0.02,0,0.0,6.0,0.0,0.0
584,161.0,52.0,0.0,Vivid,74,40.9972299168975,9,9,43,0.11,0.02,0,0.0,2.0,0.0,0.0
585,161.0,52.0,0.0,Vivid,69,38.22714681440443,9,9,43,0.11,0.02,0,0.0,2.0,0.0,0.0
586,161.0,52.0,0.0,Vivid,78,43.21329639889196,9,9,43,0.11,0.02,0,0.0,2.0,0.0,0.0
587,161.0,52.0,0.0,Vivid,88,48.75346260387811,9,9,43,0.11,0.02,0,0.0,2.0,0.0,0.0
588,130.0,40.0,0.0,Wild,21,12.727272727272728,10,10,44,0.12,0.03,0,22.0,0.0,0.0,0.0
589,130.0,40.0,0.0,Wild,40,24.242424242424242,10,10,44,0.12,0.03,0,22.0,0.0,0.0,0.0
590,130.0,40.0,0.0,Primal,83,50.303030303030305,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
591,130.0,40.0,0.0,Primal,74,44.84848484848485,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
592,130.0,40.0,0.0,Primal,89,53.939393939393945,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
593,130.0,40.0,0.0,Primal,77,46.66666666666667,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
594,130.0,40.0,0.0,Primal,70,42.42424242424243,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
595,130.0,40.0,0.0,Primal,80,48.484848484848484,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
596,130.0,40.0,0.0,Primal,93,56.36363636363637,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
597,130.0,40.0,0.0,Primal,65,39.3939393939394,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
598,130.0,40.0,0.0,Primal,64,38.78787878787879,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
599,130.0,40.0,0.0,Primal,93,56.36363636363637,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
600,130.0,40.0,0.0,Primal,63,38.18181818181819,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
601,130.0,40.0,0.0,Primal,87,52.72727272727273,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
602,130.0,40.0,0.0,Primal,77,46.66666666666667,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
603,130.0,40.0,0.0,Primal,70,42.42424242424243,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
604,130.0,40.0,0.0,Primal,74,44.84848484848485,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
605,130.0,40.0,0.0,Primal,94,56.969696969696976,10,10,44,0.12,0.03,0,0.0,11.0,0.0,0.0
606,130.0,40.0,0.0,Vivid,34,20.606060606060606,10,10,44,0.12,0.03,0,14.0,0.0,0.0,0.0
607,130.0,40.0,0.0,Wild,27,16.363636363636363,10,10,45,0.12,0.03,0,43.0,0.0,0.0,0.0
608,130.0,40.0,0.0,Wild,21,12.727272727272728,10,10,45,0.12,0.03,0,43.0,0.0,0.0,0.0
609,130.0,40.0,0.0,Wild,34,20.606060606060606,10,10,45,0.12,0.03,0,43.0,0.0,0.0,0.0
610,130.0,40.0,0.0,Wild,36,21.81818181818182,10,10,45,0.12,0.03,0,43.0,0.0,0.0,0.0
611,130.0,40.0,0.0,Wild,31,18.78787878787879,10,10,45,0.12,0.03,0,43.0,0.0,0.0,0.0
612,130.0,40.0,0.0,Wild,40,24.242424242424242,10,10,45,0.12,0.03,0,43.0,0.0,0.0,0.0
613,130.0,40.0,0.0,Primal,87,52.72727272727273,10,10,45,0.12,0.03,0,0.0,1.0,0.0,0.0
614,130.0,40.0,0.0,Primal,74,44.84848484848485,10,10,45,0.12,0.03,0,0.0,1.0,0.0,0.0
615,130.0,40.0,0.0,Vivid,78,47.27272727272727,10,10,45,0.12,0.03,0,0.0,1.0,0.0,0.0
616,130.0,40.0,0.0,Wild,62,37.57575757575758,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
617,130.0,40.0,0.0,Wild,87,52.72727272727273,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
618,130.0,40.0,0.0,Wild,87,52.72727272727273,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
619,130.0,40.0,0.0,Wild,93,56.36363636363637,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
620,130.0,40.0,0.0,Wild,69,41.81818181818182,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
621,130.0,40.0,0.0,Wild,84,50.909090909090914,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
622,130.0,40.0,0.0,Wild,89,53.939393939393945,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
623,130.0,40.0,0.0,Wild,65,39.3939393939394,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
624,130.0,40.0,0.0,Wild,80,48.484848484848484,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
625,130.0,40.0,0.0,Wild,80,48.484848484848484,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
626,130.0,40.0,0.0,Wild,69,41.81818181818182,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
627,130.0,40.0,0.0,Wild,80,48.484848484848484,10,10,46,0.12,0.03,0,0.0,9.0,0.0,0.0
628,130.0,40.0,0.0,Primal,36,21.81818181818182,10,10,46,0.12,0.03,0,17.0,0.0,0.0,0.0
629,130.0,40.0,0.0,Primal,34,20.606060606060606,10,10,46,0.12,0.03,0,17.0,0.0,0.0,0.0
630,130.0,40.0,0.0,Vivid,27,16.363636363636363,10,10,46,0.12,0.03,0,21.0,0.0,0.0,0.0
631,130.0,40.0,0.0,Vivid,21,12.727272727272728,10,10,46,0.12,0.03,0,21.0,0.0,0.0,0.0
632,130.0,40.0,0.0,Vivid,25,15.151515151515152,10,10,46,0.12,0.03,0,21.0,0.0,0.0,0.0
633,130.0,40.0,0.0,Vivid,21,12.727272727272728,10,10,46,0.12,0.03,0,21.0,0.0,0.0,0.0
634,130.0,40.0,0.0,Wild,84,50.909090909090914,10,10,47,0.12,0.03,0,0.0,3.0,0.0,0.0
635,130.0,40.0,0.0,Wild,94,56.969696969696976,10,10,47,0.12,0.03,0,0.0,3.0,0.0,0.0
636,130.0,40.0,0.0,Wild,79,47.87878787878788,10,10,47,0.12,0.03,0,0.0,3.0,0.0,0.0
637,130.0,40.0,0.0,Wild,89,53.939393939393945,10,10,47,0.12,0.03,0,0.0,3.0,0.0,0.0
638,130.0,40.0,0.0,Primal,31,18.78787878787879,10,10,47,0.12,0.03,0,21.0,0.0,2.0,0.0
639,130.0,40.0,0.0,Primal,36,21.81818181818182,10,10,47,0.12,0.03,0,21.0,0.0,2.0,0.0
640,130.0,40.0,0.0,Primal,357,216.36363636363637,10,10,47,0.12,0.03,0,21.0,0.0,2.0,0.0
641,130.0,40.0,0.0,Primal,429,260.0,10,10,47,0.12,0.03,0,21.0,0.0,2.0,0.0
643,130.0,40.0,0.0,Vivid,25,15.151515151515152,10,10,47,0.12,0.03,0,20.0,0.0,0.0,0.0
644,130.0,40.0,0.0,Vivid,30,18.181818181818183,10,10,47,0.12,0.03,0,20.0,0.0,0.0,0.0
645,130.0,40.0,0.0,Vivid,36,21.81818181818182,10,10,47,0.12,0.03,0,20.0,0.0,0.0,0.0
646,130.0,40.0,0.0,Wild,40,24.242424242424242,10,10,48,0.12,0.03,0,17.0,0.0,0.0,0.0
647,130.0,40.0,0.0,Wild,27,16.363636363636363,10,10,48,0.12,0.03,0,17.0,0.0,0.0,0.0
648,130.0,40.0,0.0,Wild,36,21.81818181818182,10,10,48,0.12,0.03,0,17.0,0.0,0.0,0.0
649,130.0,40.0,0.0,Vivid,83,50.303030303030305,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
650,130.0,40.0,0.0,Vivid,87,52.72727272727273,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
651,130.0,40.0,0.0,Vivid,27,16.363636363636363,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
652,130.0,40.0,0.0,Vivid,63,38.18181818181819,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
653,130.0,40.0,0.0,Vivid,78,47.27272727272727,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
654,130.0,40.0,0.0,Vivid,65,39.3939393939394,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
655,130.0,40.0,0.0,Vivid,88,53.333333333333336,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
656,130.0,40.0,0.0,Vivid,40,24.242424242424242,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
657,130.0,40.0,0.0,Vivid,34,20.606060606060606,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
658,130.0,40.0,0.0,Vivid,87,52.72727272727273,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
659,130.0,40.0,0.0,Vivid,78,47.27272727272727,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
660,130.0,40.0,0.0,Vivid,89,53.939393939393945,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
661,130.0,40.0,0.0,Vivid,62,37.57575757575758,10,10,48,0.12,0.03,0,23.0,7.0,0.0,0.0
662,182.0,62.0,0.0,Primal,29,15.183246073298427,11,11,49,0.13,0.03,0,19.0,2.0,0.0,0.0
663,182.0,62.0,0.0,Primal,32,16.75392670157068,11,11,49,0.13,0.03,0,19.0,2.0,0.0,0.0
664,182.0,62.0,0.0,Primal,101,52.879581151832454,11,11,49,0.13,0.03,0,19.0,2.0,0.0,0.0
665,182.0,62.0,0.0,Primal,41,21.465968586387433,11,11,49,0.13,0.03,0,19.0,2.0,0.0,0.0
666,182.0,62.0,0.0,Primal,100,52.35602094240837,11,11,49,0.13,0.03,0,19.0,2.0,0.0,0.0
667,182.0,62.0,0.0,Primal,105,54.973821989528794,11,11,49,0.13,0.03,0,19.0,2.0,0.0,0.0
668,182.0,62.0,0.0,Vivid,25,13.089005235602093,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
669,182.0,62.0,0.0,Vivid,93,48.69109947643979,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
670,182.0,62.0,0.0,Vivid,89,46.596858638743456,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
671,182.0,62.0,0.0,Vivid,93,48.69109947643979,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
672,182.0,62.0,0.0,Vivid,72,37.69633507853403,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
673,182.0,62.0,0.0,Vivid,82,42.931937172774866,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
674,182.0,62.0,0.0,Vivid,108,56.544502617801044,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
675,182.0,62.0,0.0,Vivid,72,37.69633507853403,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
676,182.0,62.0,0.0,Vivid,101,52.879581151832454,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
677,182.0,62.0,0.0,Vivid,29,15.183246073298427,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
678,182.0,62.0,0.0,Vivid,82,42.931937172774866,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
679,182.0,62.0,0.0,Vivid,32,16.75392670157068,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
680,182.0,62.0,0.0,Vivid,40,20.94240837696335,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
681,182.0,62.0,0.0,Vivid,42,21.989528795811516,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
682,182.0,62.0,0.0,Vivid,46,24.083769633507853,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
683,182.0,62.0,0.0,Vivid,81,42.40837696335078,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
684,182.0,62.0,0.0,Vivid,25,13.089005235602093,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
685,182.0,62.0,0.0,Vivid,93,48.69109947643979,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
686,182.0,62.0,0.0,Vivid,79,41.361256544502616,11,11,49,0.13,0.03,0,19.0,7.0,0.0,0.0
687,182.0,62.0,0.0,Primal,28,14.659685863874344,11,11,50,0.13,0.03,0,15.0,2.0,0.0,0.0
688,182.0,62.0,0.0,Primal,80,41.8848167539267,11,11,50,0.13,0.03,0,15.0,2.0,0.0,0.0
689,182.0,62.0,0.0,Primal,45,23.56020942408377,11,11,50,0.13,0.03,0,15.0,2.0,0.0,0.0
690,182.0,62.0,0.0,Primal,29,15.183246073298427,11,11,50,0.13,0.03,0,15.0,2.0,0.0,0.0
691,182.0,62.0,0.0,Primal,32,16.75392670157068,11,11,50,0.13,0.03,0,15.0,2.0,0.0,0.0
692,182.0,62.0,0.0,Primal,76,39.79057591623037,11,11,50,0.13,0.03,0,15.0,2.0,0.0,0.0
693,182.0,62.0,0.0,Primal,104,54.45026178010471,11,11,50,0.13,0.03,0,15.0,2.0,0.0,0.0
694,182.0,62.0,0.0,Primal,33,17.277486910994764,11,11,50,0.13,0.03,0,15.0,2.0,0.0,0.0
695,182.0,62.0,0.0,Vivid,108,56.544502617801044,11,11,50,0.13,0.03,0,26.0,2.0,0.0,0.0
696,182.0,62.0,0.0,Vivid,28,14.659685863874344,11,11,50,0.13,0.03,0,26.0,2.0,0.0,0.0
697,182.0,62.0,0.0,Vivid,80,41.8848167539267,11,11,50,0.13,0.03,0,26.0,2.0,0.0,0.0
698,182.0,62.0,0.0,Vivid,36,18.848167539267013,11,11,50,0.13,0.03,0,26.0,2.0,0.0,0.0
699,182.0,62.0,0.0,Vivid,40,20.94240837696335,11,11,50,0.13,0.03,0,26.0,2.0,0.0,0.0
