,name,level,map_seed,quantity,rarity,pack_size,mods,lifeforce_quant,extra_harvest,harvest_additional_monster,harvest_duplicate_monsters,harvest_duplicate_lifeforce,harvest_t4_wilt,harvest_yellow_sextant,harvest_increased_t3,player_iiq,player_iir,delirium,type,plot,favored,t1,t2,t3,t4,t3_name,amount,type_y,normalized
414,MapWorldsColonnade,83,2422731841,162,92,40,"area contains 8 additional strongboxes
players are cursed with temporal chains
40% increased monster damage
monsters are hexproof
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
162% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,195,True,14,7,2,0,watcher,234.0,vivid,53.91705069124424
415,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,197,True,16,6,1,0,reborn,238.0,primal,48.87063655030801
416,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,197,True,16,6,1,0,reborn,210.0,primal,43.121149897330596
417,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,primal,197,True,16,6,1,0,reborn,46.0,primal,9.44558521560575
418,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,199,True,14,6,3,0,vulture,266.0,vivid,54.62012320328542
419,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,199,True,14,6,3,0,vulture,220.0,vivid,45.17453798767967
420,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,199,True,14,6,3,0,vulture,266.0,vivid,54.62012320328542
421,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,199,True,14,6,3,0,vulture,266.0,vivid,54.62012320328542
422,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,199,True,14,6,3,0,vulture,208.0,vivid,42.71047227926078
423,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,199,True,14,6,3,0,vulture,274.0,vivid,56.26283367556468
424,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,199,True,14,6,3,0,vulture,98.0,vivid,20.123203285420946
425,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,201,True,16,6,1,0,devourer,274.0,vivid,56.26283367556468
426,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,201,True,16,6,1,0,devourer,46.0,vivid,9.44558521560575
427,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,203,True,16,5,2,0,watcher,34.0,vivid,6.981519507186858
428,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,203,True,16,5,2,0,watcher,220.0,vivid,45.17453798767967
429,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,203,True,16,5,2,0,watcher,210.0,vivid,43.121149897330596
430,MapWorldsColonnade,83,1650039693,215,130,64,"area has patches of desecrated ground
area is inhabited by ranged monsters
area contains 8 additional strongboxes
players are cursed with vulnerability
players are cursed with temporal chains
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters cannot be taunted.
monsters’ action speed cannot be modified to below base value
monsters have +96% chance to suppress spell damage
players have 40% less area of effect
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
215% increased quantity of items found in this area
130% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,203,True,16,5,2,0,watcher,228.0,vivid,46.81724845995893
440,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,210,True,20,1,2,0,whipleg,240.0,vivid,51.282051282051285
441,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,210,True,20,1,2,0,whipleg,42.0,vivid,8.974358974358974
442,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,210,True,20,1,2,0,whipleg,26.0,vivid,5.555555555555556
443,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,210,True,20,1,2,0,whipleg,266.0,vivid,56.83760683760684
444,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,212,True,16,4,3,0,whipleg,26.0,vivid,5.555555555555556
445,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,212,True,16,4,3,0,whipleg,202.0,vivid,43.162393162393165
446,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,212,True,16,4,3,0,whipleg,248.0,vivid,52.991452991452995
447,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,212,True,16,4,3,0,whipleg,174.0,vivid,37.17948717948718
448,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,212,True,16,4,3,0,whipleg,200.0,vivid,42.73504273504274
449,MapWorldsDefiledCathedral,83,1784380327,196,117,44,"area contains 8 additional strongboxes
players are cursed with enfeeble
-14% maximum player resistances
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
unique bosses are possessed
area contains the sacred grove
area contains 3 additional breaches
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
monsters gain an endurance charge on hit
96% less effect of curses on monsters
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
196% increased quantity of items found in this area
117% increased rarity of items found in this area
44% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,215,True,17,6,0,0,,78.0,vivid,16.666666666666668
450,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,primal,217,True,15,7,1,0,blisterlord,242.0,primal,52.26781857451404
451,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,218,True,14,7,2,0,watcher,182.0,vivid,39.30885529157668
452,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,218,True,14,7,2,0,watcher,182.0,vivid,39.30885529157668
453,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,218,True,14,7,2,0,watcher,228.0,vivid,49.24406047516199
454,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,221,True,14,7,2,0,devourer,216.0,vivid,46.652267818574515
455,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,221,True,14,7,2,0,devourer,242.0,vivid,52.26781857451404
456,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,222,True,14,7,2,0,devourer,262.0,vivid,56.587473002159825
457,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,222,True,14,7,2,0,devourer,190.0,vivid,41.03671706263499
458,MapWorldsDefiledCathedral,83,4051953303,191,132,32,"191% increased quantity of items found in this area
132% increased rarity of items found in this area
32% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,222,True,14,7,2,0,devourer,176.0,vivid,38.01295896328294
459,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,224,True,16,5,2,0,abberarach,198.0,vivid,42.95010845986985
460,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,224,True,16,5,2,0,abberarach,250.0,vivid,54.2299349240781
461,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,224,True,16,5,2,0,abberarach,224.0,vivid,48.59002169197397
462,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,224,True,16,5,2,0,abberarach,42.0,vivid,9.110629067245121
463,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,227,True,16,5,2,0,abberarach,42.0,vivid,9.110629067245121
464,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,227,True,16,5,2,0,abberarach,182.0,vivid,39.47939262472885
465,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,227,True,16,5,2,0,abberarach,244.0,vivid,52.92841648590022
466,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,227,True,16,5,2,0,abberarach,94.0,vivid,20.390455531453366
467,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,227,True,16,5,2,0,abberarach,190.0,vivid,41.214750542299356
468,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,228,True,15,6,2,0,vulture,250.0,vivid,54.2299349240781
469,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,228,True,15,6,2,0,vulture,218.0,vivid,47.2885032537961
470,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,228,True,15,6,2,0,vulture,88.0,vivid,19.08893709327549
