,map_seed,level,extra_harvest,harvest_yellow_sextant,harvest_increased_t3,harvest_t4_wilt,type,plot,favored,t1,t2,t3,t4,t3_name,quantity,rarity,pack_size,delirium
623,2062735235,83,True,False,30,True,vivid,623,False,17,6,0,0,,143,63,31,0
624,2062735235,83,True,False,30,True,wild,624,False,16,5,2,0,bristle matron,143,63,31,0
625,2062735235,83,True,False,30,True,vivid,625,True,15,6,2,0,vulture,143,63,31,0
626,2746774381,83,True,False,30,True,wild,626,True,16,6,1,0,hellion alpha,131,56,27,0
627,2746774381,83,True,False,30,True,vivid,627,False,20,3,0,0,,131,56,27,0
628,2746774381,83,True,False,30,True,primal,628,True,13,8,2,0,blisterlord,131,56,27,0
629,2746774381,83,True,False,30,True,primal,629,False,17,5,1,0,crushclaw,131,56,27,0
630,2746774381,83,True,False,30,True,primal,630,False,17,5,1,0,blisterlord,131,56,27,0
631,2746774381,83,True,False,30,True,primal,631,True,14,6,3,0,blisterlord,131,56,27,0
632,3968954490,83,True,False,30,True,primal,632,False,18,5,0,0,,155,68,35,0
633,3968954490,83,True,False,30,True,primal,633,True,15,7,1,0,blisterlord,155,68,35,0
634,3968954490,83,True,False,30,True,vivid,634,True,15,8,0,0,,155,68,35,0
635,3968954490,83,True,False,30,True,vivid,635,False,17,6,0,0,,155,68,35,0
636,3968954490,83,True,False,30,True,wild,636,False,17,5,1,0,brambleback,155,68,35,0
637,3968954490,83,True,False,30,True,vivid,637,True,14,7,2,0,abberarach,155,68,35,0
638,3968954490,83,True,False,30,True,wild,638,True,14,7,2,0,hellion alpha,155,68,35,0
639,3968954490,83,True,False,30,True,wild,639,False,16,5,2,0,bristle matron,155,68,35,0
